align_len,b1,b2,bw1,bw2,ch_match,e1,e2,ew1,ew2,gid1,gid2,id1,id2,len1,len2,matches,matches_percent,s1,s2,score,seq1,seq2,tok1,tok2,uid1,uid2,w_match,series_b1,series_b2
343,335,1298,66,233,189,612,1613,117,292,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3928,Shamela0012715-ara1.inProgress.ms0620,1553,1654,235,68.51311953,من أهله فاستعرض القصر فقتل-------------------------------- أخوين للظافر و-----هما يوسف وجبريل وأجلس---------------------------- الفائز بنصر الله أبا القاسم عيسى بن الظافر بأمر الله اسماعيل ثاني يوم قتل أبوه وله من العمر خمس- سنين فحمله عباس على كتفه وأجلسه على سرير الملك وبايع له الناس وأخذ عباس من القصر من الأموال والجواهر والأعلاق النفيسة,من أهل ال---------قصر فلم يجدوه فقال أنتم قد قتلتموه فأحضر أخوين للظافر يقال لهما يوسف وجبريل وقتلهما عباس المذكور أيضا ثم أحضر الفائز بنصر الله أبا القاسم عيسى بن الظافر إ----------سماعيل ثاني يوم قتل أبوه وله من العمر ثلاث سنين فحمله عباس على كتفه وأجلسه على سرير الملك وبايع له الناس وأخذ عباس من القصر من الأموال والجواهر--------- النفيسة,396.5,3928,620,300,300,1.11225E+18,4.10576E+18,40,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
367,417,1002,80,190,183,767,1246,146,236,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3938,Shamela0012715-ara1.inProgress.ms0622,1555,1561,225,61.30790191,ذكر وفاة خوارزم شاه أتسز وغيره من الملوك في هذه السنة تاسع جمادى الآخرة توفي خوارزم شاه أتسز بن محمد بن أنوش-تكين وكان قد أصابه فالج فتعالج منه فلم يبرأ فاستعمل أدوية شديدة الحرارة بغير أمر الأطباء فاشتد مرضه وضعفت قوته فتوفي وكان يقول عند الموت ما أغنى عني ماليه هلك عني سلطانيه وكانت ولادته في رجب سنة تسعين وأربعمائ----------------ة ولما توفي ملك بعده ابنه أرسلان,ذكر وفاة خوارزم شاه--------------------- في هذه السنة تاسع جمادى الآخرة توفي خوارزم شاه أطسز بن محمد بن أنوش تكين وكان قد أصابه فالج-------------------- فاستعمل أدوية شديدة الحرارة----------------- فاشتد مرضه وت-----------وفي ------------------------------------------------------وكانت ولادته في رجب سنة تسعين وأربعمائة وكان حسن السيرة ولما توفي ملك بعده ابنه أرسلان,392,3938,622,300,300,3.68719E+18,-5.9136E+17,38,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
255,444,41,80,9,137,678,256,125,51,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3939,Shamela0012715-ara1.inProgress.ms0623,1600,1646,171,67.05882353,إلى دار ملكه بمرو في رمضان------------- فكانت مدة أسره مع الغز من سادس جمادى الأولى سنة ثمان وأربعين إلى رمضان سنة إحدى وخمسين وخمسمائة ذكر البيعة لمحمد بن عبد المؤمن بولاية عهد أبيه في هذه السنة -أمر عبد المؤمن بالبيعة لولده محمد بولاية عه------ده وكان -,إلى دار ملكه بمرو في رمضان من هذه السنة فكانت مدة أسره-------- من سادس جمادى الأولى سنة ثمان وأربعين إلى رمضان سنة إحدى وخمسين وخمسمائة ذكر غير ذلك من الحوادث------------------------ في هذه السنة بايع عبد المؤمن-------- لولده محمد بولاية العهد بعده وكانت,269.5,3939,623,300,300,-8.76682E+18,9.48728E+17,31,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
256,1285,358,244,71,137,1523,575,286,108,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3939,Shamela0012715-ara1.inProgress.ms0623,1600,1646,167,65.234375,عبد المؤمن أولاده على البلاد في هذه السنة استعمل عبد المؤمن أولاده على البلاد فاستعمل ولده أبا محمد عبد الله على بجاية وأعمالها واستعمل ابنه أبا الحسن------------- عليا على فا-س وأعمالها وولى ابنه أبا سعيد---- سبتة والجزيرة الخضراء ومالقة وكذلك غيرهم ولقد,عبد المؤمن وفيها------------------------- استعمل عبد المؤمن أولاده على البلاد فاستعمل ابنه عب---------د الله على بجاية وأعمالها وابنه عمر على تلمسان وأعمالها وابنه عليا على فارس وأعمالها و----ابنه أبا سعيد على سبتة والجزيرة الخضراء ومالقة وكذلك غيرهم وفي -,266,3939,623,300,300,-8.76682E+18,9.48728E+17,24,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
398,24,798,4,148,121,352,1051,66,194,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3942,Shamela0012715-ara1.inProgress.ms0623,1625,1646,150,37.68844221,أن أخاه ملكشاه وايل-----------------دكز صاحب بلاد أران ومعه الملك أرسلان ابن الملك طغر-ل بن محمد وهو ابن امرأة ايلدكز--------------- قد دخلوا همذان واستولوا عليها وأخذوا أهل الأمراء الذين مع محمد شاه وأموالهم فلما سمع محمد شاه ذلك جد في القتال لعله يبلغ مناه فلم يقدر على شيء ورحل عتها نحو همذان ف------------------------------------ي الرابع والعشرين من ربيع الأول سنة اثنتين وخمسين وخمسمائة وعاد -,أن أخاه ملكشاه ابن السلطان محمود والدكز صاحب بلاد أران ومعه الملك أرسلان ابن الملك طغريل بن محمد وكان الدكز مزوجا بأم أرسلان المذكور قد دخلوا إلى هم------------------------------------------------------------------------------------------------------------------------------------------------ذان فرحل الملك محمد عن بغداد وسار نحوهم في الرابع والعشرين من ربيع الأول سنة اثن-ين وخمسين وخمسمائة وفيها,239,3942,623,300,300,-4.29739E+18,9.48728E+17,23,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
545,618,1170,112,213,295,1138,1615,207,294,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3943,Shamela0012715-ara1.inProgress.ms0623,1639,1646,364,66.78899083,السلطان عليه وكان موته في المحرم وتوفي أبو الحسن بن الخل الفقيه الشافعي شيخ الشافعية ب--بغداد وكان يؤم بالخليفة في الصلاة وتو--------------في ابن الآمد- الشاعر وهو من أهل النيل من أعيان الشعراء في طبقة الغزي والأرجاني وكان عمره قد زاد على تسعين سنة وفيها قتل مظفر بن حماد بن أبي الخير صاحب البطيحة قتله نفيس بن فضل ابن أبي الخير في الحمام وولي- بعد-----ه وفيها توفي الواوا- الحلبي الشاعر المشهور وفيها في رمضان توفي الحكيم أبو جعفر بن محمد البخاري باسفرا-ين وكان عالما بعلوم الحكماء الأوائل ثم دخلت سنة اثنتين وخمسين وخمسمائة ذكر الزلازل بالشام,السلطان وغير ذلك وفيها ت-----------وفي أبو الحسن بن الخل--------------- شيخ الشافعية في بغداد وهو من أصحاب الشاشي وجمع بين العلم والعمل وتوفي ابن الآمدي الشاعر وهو من أهل النيل----------------- في طبقة الغزي والأرجاني وكان عمره قد زاد على تسعين سنة وفيها قتل مظفر بن حماد------------- صاحب البطيحة قتل في--------------------------- الحمام وتولى بعده ابنه وفيها توفي الوأواء الحلبي الشاعر المشهور وفيها--------- توفي الحكيم أبو جعفر بن محمد البخاري بإسفرائين وكان عالما بعلوم الفلسفة-------- ثم دخلت سنة اثنتين وخمسين وخمسمائة ذكر الزلازل بالشام,599.5,3943,623,300,300,6.85658E+18,9.48728E+17,57,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
538,1138,23,207,5,147,1635,353,299,66,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3943,Shamela0012715-ara1.inProgress.ms0624,1639,1570,185,34.3866171,في هذه السنة في رجب كان بالشام زلازل قوية خربت كثيرا من البلاد وهلك فيها ما لا يحصى كثرة فخرب منها بالمرة حماه وشيزر وكفر طاب والمعرة وأفاميه وحمص وحصن الأكراد وعرقة واللاذقية وطرابلس وأنطاكية وأما ما لم يكثر فيه الخراب ولكن خرب أكثره في جميع الشام وتهدمت أسوار البلاد والقلاع فقام نور الدين محمود-------- في ذلك------ المقام المرضي وخاف----------------------- على بلاد الإسلام من الفرنج حيث خربت الأسوار فجمع عساكره وأقام بأطراف البلاد فلم يزل كذلك حتى فرغ من أسوار البلاد وأما كثرة القتلى فيكفي أن معلم----ا كان بالمدينة وهي مدينة حماه,في هذه السنة في رجب كان بالشام زلازل قوي-----------------------------------------------ة فخربت بها حماة------- وشيزر------------------------- وحمص وحصن الأكراد---------------- وطرابلس وأنطاكية وغيرها من البلاد المجاورة لها حتى وقعت الأسوار----------------------------- والقلاع فقام نور الدين محمود بن زنكي في ذلك الوقت المقام المرضي من تداركها بالعمارة وإغارته على---------------- الفرنج ليشغلهم عن قصد البلاد هلك تحت الهدم ما لا يحصى و--------------------------------------------------------يكفي أن معلم كتاب كان بمد------------ينة حماة,234.5,3943,624,300,300,6.85658E+18,-4.17008E+18,26,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
524,9,353,2,66,129,384,780,77,149,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3944,Shamela0012715-ara1.inProgress.ms0624,1534,1570,168,32.0610687,فارق المكتب لمهم عرض له فجاءت الزلزلة فخربت البلد وسقط المكتب على الصبيان جميعهم قال المعلم فلم يأت- أحد يسأل عن صبي كان له بالمكتب ذكر ملك نور الدين حصن شيزر نبتدئ بذكر هذا الحصن ولمن كان قبل أن يملكه نور ال-دين محمود--- زنكي فنقول هذا الحصن قريب من حماه بينهما نصف نهار وهو---------------------------------------------------------------------- على جبل عال منيع لا يسلك إليه إلا من طريق واحدة وكان لآل منقذ الكنانيين------------------------------------------------------------------------- يتوارثونه- من أيام صالح بن مرداس,فارق المكتب و------------جاءت الزلزلة ف------------سقط المكتب على الصبيان جميعهم قال المعلم فلم يحضر أحد يسأل عن صبي كان له هناك ولما خربت قلعة شيزر بهذه الزلزلة ومات بنو منقذ تحت الردم سار الملك العادل نور الدين محمود بن زنكي ------------------------------------إلى شيزر وملكها يوم الثلاثاء ثالث جمادى الأولى من سنة ثلاث وخمسين وخمسمائة واستولى على كل من فيها لبني -------------------------------------منقذ سلمها إلى مجد الدين أبي بكر ابن الداية وقد ذكر ابن الأثير أن شيزر لم تزل لبني منقذ يتوارثونها من أيام صالح بن مرداس,192.5,3944,624,300,300,6.57646E+18,-4.17008E+18,24,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
1248,391,644,79,123,507,1520,1545,297,298,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3944,Shamela0012715-ara1.inProgress.ms0625,1534,1554,642,51.44230769,انتهى ال---أمر إلى أبي المرهف نصر بن علي بن نصر بن منقذ بعد أبيه أبي الحسن علي وكان بيده إلى أن مات سنة إحدى وتسعين وأربعمائة وكان شجاعا كريما فلما حضره الموت استخلف أخاه أبا سلامة مرشد بن علي------------- فقال----- والله لا وليته ولأخرجن من الدنيا كما دخلتها وكان عالما بالقرآن وهو والد مؤيد الدولة أسامة بن منقذ ف--------------------------ولاها أ----خاه الأصغر سلطان بن علي واصطحبا---------------------- أجمل صحبة مدة من الزمان فأولد مرشد عدة أولاد ذكور وكبروا وسادوا منهم عز الدولة أبو الحسن علي ومؤيد الدولة أسامة وغيرهما ولم يولد لأخيه سلطان ولد ذكر إلى أن كبر فجاءه أولاد ذكور فحسد أخاه على ذلك وخاف أولاد أخيه على أولاده------------------- وسعى بينهم المفسدون فغيروا كلا --------------منهما على أخي-ه فكتب سلطان إلى أخيه مرشد أبيات شعر يعاتبه على أشياء بلغته عنه---------- فأجابه بشعر في معناه رأيت إثبات ما تمس الحاجة إليه منه وهي هذه الأبيات ظلوم أبت في الظلم إلا تماديا وفي الصد والهجران إلا تغاليا شكت هجرنا والذنب في ذاك ذنبها فيا عجبا من ظالم جاء شاكيا وطاوعت الواشين في وطال-ما عصيت عذولا في هواها وواشيا ومال بها تيه الجمال إلى القلى وهيهات أن أمسى لها الدهر قاليا ولا ناسيا ما أودعت من عهودها وإن هي أبدت جفوة وتناسيا ولما أتاني من قريضك جوهر جمعت المعالي فيه لي والمعانيا وكنت هجرت الشعر حينا لأنه تولى برغمي حين وليا شبابيا وأين -,انتهى ملك شيزر إلى----------- نصر بن علي بن نصر بن منقذ استمر فيها إلى---------------------- أن مات سنة إحدى وتسعين وأربعمائة ف-----------------لما حضره الموت استخلف أخاه مر----------شد بن علي على حصن شيزر فقال مرشد والله لا وليته ولأخرجن من الدنيا كما دخلتها ومرشد --------------هو والد مؤيد الدولة أسامة بن منقذ فلما امتنع مرشد من الولاية ولاها نصر أخاه الصغير سلطان بن علي واستمر مرشد مع أخيه سلطان على أجمل صحبة مدة من الزمان وكان لمرشد عدة أولاد نجبا---------------------------------------------------------------------- ولم يكن لسل------طان ولد ثم جاء لسلطان الأولاد فخشي ع---------------------------------------لى أولاده من أولاد أخيه مرشد وسعى------ المفسدون بين مرشد وسلطان فتغير كل منهما على صاحبه فكتب سلطان إلى أخيه مرشد أبيات---ا يع-تبه وكان مرشد عالما بالأدب والشعر فأجابه مرشد بقصيدة طويلة منه---------------------------------------------------------------------------------------------------ا شكت هجرنا والذنب في ذاك ذنبها فيا عجبا من ظالم جاء شاكيا وطاوعت الواشين في وطال ما عصيت عذولا في هواها وواشيا ومال بها تيه الجمال إلى القلى وهيهات أن أمسى لها الدهر قانيا ومنها------------------------------------------------ ولما أتاني من قريظك جوهر جمعت المعالي فيه لي والمعانيا وكنت هجرت الشعر حينا لأنه تولى برغمي حين ولى- شبابيا ومنها,982.5,3944,625,300,300,6.57646E+18,-7.67065E+18,106,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
1171,45,1,9,0,417,1146,664,219,127,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3945,Shamela0012715-ara1.inProgress.ms0626,1582,1589,519,44.32109308,يرعى بني وأسرتي ويحفظ عهدي فيهم وذماميا ويجزيهم ما لم أكلفه فعله لنفسي فقد أعددته من تراثيا فمالك لما أن حنى الدهر صعدتي وثلم مني صارما كان ماضيا تنكرت حتى صار برك قسوة وقربك مني- جفوة وتناسيا وأصبحت صفر الكف مما رجوته أرى اليأس قد عفى سبيل رجائيا على أنني ما حلت عما عهدته ولا غيرت هذي السنون وداديا فلا غرو عند الحادثات فإنني أراك يميني والأنام شماليا تحل بها عذراء لو قرنت بها نجوم السماء لم تعد دراريا تحلت بدر من صفاتك زانها كما زان منظوم اللآلي الغوانيا وعش بانيا للمجد ما كان واهيا مشيدا من الإحسان ما كان هاويا وكان الأمر بينهما-------------- فيه تماسك فلما ت--وفي مرشد سنة إحدى وثلاثين وخمسمائة قلب أخوه لأولاده ظهر المجن وبادأهم بما يسوءهم وأخرجهم من شيزر فتف--رقوا----- وقصد أكثرهم نور الدين-------------- وشكوا إليه ما لقوا من عمهم------ فغاظه ذلك ولم يمكنه قصده والأخذ بثأرهم وإعادتهم إلى وطنهم لاشتغاله بجهاد الفرنج ولخوفه أن يسلم شيزر إلى الفرنج ثم توفي سلطان----------------- وولي بعده أولاده فبلغ نور الدين عنهم مراسلة الفرنج فاشتد حنقه عليهم وانتظر فرصة تمكنه فلما خربت القلعة--- هذه السنة بما ذكرناه من الزلزلة لم ينج من بني منقذ الذين ------بها أحد وسبب هلاكهم أجمعين أن صاحبها منهم كان قد ختن ولدا له وعمل دعوة للناس وأحضر جميع بني منقذ عنده في داره,يرعى بني وأسرتي ويحفظ عهدي فيهم وذمام----------------------------------------------------يا فمالك لما أن حنى الدهر صعدتي وثلم مني صارما كان ماضيا تنكرت حتى صار برك قسوة وقربك منهم جفوة وتن-------------------------------------------------------ائيا على أنني ما حلت عما عهدته ولا غيرت هذي السنون وداد--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------يا وكان الأمر بين مرشد وأخيه سلطان فيه تماسك إلى أن توفي مرشد سنة إحدى وثلاثين وخمسمائة فأظهر سلطان التغير على أولاد أخيه مرشد المذكور وجاهرهم بالعداوة ففارقوا شيزر وقصد أكثرهم نور الدين محمود بن زنكي وشكوا إليه-------- من عمهم سلطان فغاظه ذلك ولم يمكنه قصده--------------------------------- لاشتغاله بجهاد الفرنج وبق----------------------------------ي سلطان كذلك إلى أن توفي وولي بعده أولاد---------------------------------------------------------------------ه فلما خربت القلعة في هذه السنة ب-------------الزلزلة لم ينج من بني منقذ الذين كانوا بها أحد فإ------------------ن صاحبها منهم كان قد ختن ولد---ه وعمل دعوة للناس وأحضر جميع بني منقذ----- في داره,841,3945,626,300,300,2.92325E+18,-5.38567E+18,85,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
883,428,936,80,177,470,1271,1589,237,300,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3946,Shamela0012715-ara1.inProgress.ms0626,1604,1589,580,65.68516421,ذكر وفاة السلطان سنجر في هذه السنة في ربيع الأول توفي السلطان سنجر بن ملكشاه بن ألب أرسلان أبو الحرث------------------ أصابه قولنج ثم بعده إسهال فمات منه ومولده بسنجار من ديار الجزيرة في رجب سنة تسع وسبعين وأربعمائة وسكن خراسان واستوطن مدينة مرو ودخل بغ--------------داد مع أخيه السلطان محمد واجتمع معه بالخليفة المستظهر بالله فعهد إلى محمد بالسلطنة وجعل سنجرا ولي عهده فلما مات محمد خوطب لسنجر بالسلطان واستقام أمره وأطاعه -السلاطين وخطب له على أكثر منابر الإسلام بالسلطنة نحو أربعين سنة وكان قبلها يخاطب بالملك---- عشرين سنة ولم يزل أمره عاليا وجده متراقيا إلى أن أسره الغز على ما ذكرناه ثم إنه خلص بعد مدة وجمع إليه أطرافه وكاد--- يعود إليه ملكه فأدركه أجله وكان مهيبا كريما رفيقا بالرعية وكانت البلاد في زمانه آمنة ولما مات دفن في قبة بناها لنفسه سماها دار الآخرة ولما وصل خبر موته إلى بغداد قطعت خطبته ولم يجلس له في الديوان للعزاء ولما حضر السلطان سنجر الموت استخلف على خراسان,ذكر وفاة السلطان سنجر في هذه السنة في ربيع الأول توفي السلطان سنجر بن ملكشاه بن أبى أرسلان بن داود بن ميكائيل بن سلجوق أصابه قولنج ثم----- إسهال فمات منه ومولده بسنجار ----------------في رجب سنة تسع وسبعين وأربعمائة ------------واستوطن مدينة مرو من خراسان وقدم إلى بغداد مع أخيه السلطان محمد واجتمع معه بالخليفة المستظهر------------------------------------------------- فلما مات محمد خوطب سن-جر بالسلطان واستقام أمره وأطاعته السلاطين وخطب له على أكثر منابر الإسلام بالسلطنة نحو أربعين سنة وكان قبلها يخاطب بالملك نحو عشرين سنة ولم يزل أمره عال-------------يا إلى أن أسره الغز ولما---------------- خلص من أسرهم---------------- وكاد أن يعود إليه ملكه -أدركه أجله وكان مهيبا كريما --------------وكانت البلاد في زمانه آمنة و-------------------------------------------------لما وصل خبر موته إلى بغداد قطعت خطبته و------------------------------لما حضر س--------نجر الموت استخلف على خراسان,1016,3946,626,300,300,-3.34453E+18,-5.38567E+18,96,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
1040,1,380,0,74,241,1033,732,194,138,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3950,Shamela0012715-ara1.inProgress.ms0627,1617,1591,299,28.75,يقال له ضحاك البقاعي منسوب إلى بقاع بعلبك وكان قد ولاه إياها صاحب دمشق------ فلما ملك نور الدين دمشق امتنع ضحاك بها فلم يمكن نور الدين محاصرته لقربه من الفرنج فتلطف الحال معه إلى الآن فملكها واستولى عليها ذكر عدة حوادث في هذه السنة قلع الخليفة المقتفي لأمر الله باب الكعبة وعمل عوضه بابا مصفحا بالنقرة المذهبة وعمل لنفسه من الباب الأول تابوتا يدفن فيه إذ--ا مات وفيها توفي محمد بن عبد اللطيف بن محمد بن ثابت أبو بكر الخجندي رئيس اصحاب الشافعي بأصفهان وسمع الحديث بها من أبي علي الحداد وكان صدرا مقدما عند السلاطين وكان ذا حشمة عظيمة وجاه عريض ووقعت لموته فتنة عظيمة بأصفهان وقتل فيها خلق كثير وفيها كان بخراسان غلاء شديد أكلت فيه سائر الدواب حتى الناس وكان بنيسابور طباخ فذبح إنسانا علويا وطبخه وباعه في الطبيخ ثم ظهر عليه أنه فعل ذلك فقتل وأسفر الغلاء وصلحت أحوال الناس وفيها توفي القاضي أبو العباس أحمد بن بختيار بن علي المايد أي الواسطي قاضيها وكان فقيها عالما وفيها في ربيع الآخر توفي القاضي برهان الدين أبو القاسم منصور بن أبي سعد محمد بن أبي نصر أحمد الصاعدي قاضي نيسابور وكان من أئمة الفقهاء الحنفية ثم دخلت سنة ثلاث وخمسين وخمسمائة,يقال له ضحاك البقاعي ----------------------كان قد ولاه------ صاحب دمشق عليها فلما ملك نور الدين دمشق -------------------------------------------------------------------------------------------استولى ضحاك المذكور على بعلبك وفيها---- قلع-------- المقتفي الخليفة-- باب الكعبة وعمل عوضه بابا مصفحا بالفضة -المذهبة وعمل لنفسه من الباب الأول تابوتا يدفن فيه وفيها مات محمد -----------بن عبد اللطيف بن محمد---------------- الخجندي رئيس أصحاب الشافعي بأصفهان و----------------------------------كان صدرا مقدما عند السلاطين------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ثم دخلت سنة ثلاث وخمسين وخمسمائة,462.5,3950,627,300,300,4.10841E+18,-8.53958E+18,49,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
879,335,1014,64,191,265,1007,1581,190,298,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3957,Shamela0012715-ara1.inProgress.ms0627,1602,1591,331,37.65642776,هذه السنة عزم على الحج فمات وفيها توفي يحيى بن سلامة بن الحسن بن محمد الفضل الحصكفي الأديب بميافارقين وله شعر حسن ورسائل جيدة مشهورة وكان يتشيع ومولده بطنزة فمن شعره وخليع بت أعذله ويرى عذلي من العبث قلت إن الخمر مخبثة قال حاشاها من الخبث قلت فالأرفاث تتبعها قال طيب العيش في الرفث قلت منها القي -قال أجل شرفت عن مخرج الحدث وسأسلوها فقلت متى قال عند الكون في الحدث ثم دخلت سنة اربع وخمسين وخمسمائة ذكر ملك عبد المؤمن مدينة المهدية من الفرنج وملكه جميع أفريقية ثم دخلت سنة اربع وخمسين وخمسمائة ذكر ملك عبد المؤمن مدينة المهدية من الفرنج وملكه جميع أفريقية قد ذكرن----------------------------------------------------------------------------------------------------------------------------ا -------------------------------------------------------------------سنة ثلاث وأربعين وخمسمائة ملك الفرنج مدينة المهدية من صاحبها الحسن--------------- بن تميم بن المعز بن باديس الصنهاجي وذكرنا,هذه السنة------------------------ توفي يحيى بن سلامة بن الحسن----------------------------- بميافارقين الحصكفي الشاعر و----------------كان يتشيع و-------------من شعره وخليع بت أعذله ويرى عذلي من العبث قلت إن الخمر مخبثة قال حاشاها من الخبث قلت فالأرفاث تتبعها قال طيب العيش في الرفث قلت منها القيء قال أجل شرفت عن مخرج الخبث وسأسلوها فقلت متى قال عند الكون في الجدث ثم --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------دخلت سنة أربع وخمسين وخمسمائة ذكر فتح المهدية في أواخر هذه السنة نزل عبد المؤمن على مدينة المهدية وأخذها من الفرنج يوم عاشورا سنة خمسين وخمسمائة وملك جميع إفريقية وكان قد ملك الفرنج المهدية في سنة ثلاث وأربعين وخمسمائة وأخذوها----------------- من صاحبها الحسن بن علي بن يحيى بن تميم------------------ الصنهاجي وبقيت -,377,3957,627,300,300,-7.68229E+18,-8.53958E+18,57,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
908,569,384,100,72,295,1357,939,248,179,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3964,Shamela0012715-ara1.inProgress.ms0628,1644,1527,373,41.07929515,ذكر وفاة المل--ك محمد بن محمود بن محمد بن ملكشاه في هذه السنة----------------------- توفي السلطان محمد بن محمود بن محمد -------------------------------وهو الذي حاصر بغداد طالبا السلطنة وعاد عنها فأصابه سل وطال به فمات بباب همذان وكان مولده في ربيع الآخر سنة اثنتين وعشرين وخمسمائة ف---------------------------------لما حضره الموت أمر العساكر فركبت وأحضر أمواله وجواهره وحظاياه ومماليكه فنظر إلى الجميع من طيارة تشرف على ما تحتها فلما رآه بكى وقال هذه العساكر والأموال والمماليك والسراري ما أرى يدفعون عني مقدار ذرة ولا يزيدون في أجلي لحظة وأمر بالجميع فرفع بعد أن فرق منه شيئا كثيرا وكان عظيما كريما عاقلا كثير التأني في أموره وكان له ولد صغير فسلمه إلى آقسنقر الأحمديلي وقال له أنا أعلم أن الناس-- لا تطيع مثل هذا الطفل وهو وديعة عندك فارحل به إلى بلادك فرحل إلى مراغة ف---------------لما مات------------- اختلفت الأمراء فطائفة طلبوا ملكشاه أخاه وطائفة طلبوا سليمان شاه وهم الأكثر وطائفة طلبوا- أرسلان الذي,ذكر وفاة السلطان محمد و--------------------------في هذه السنة وقيل في سنة خمس وخمسين توفي السلطان محمد بن محمود بن محمد بن ملكشاه السلجوقي في ذي الحجة وهو الذي حاصر بغداد ولما ----------عاد عنها لحق--ه سل وطال به فمات بباب همدان وكان مولده في ربيع الآخر سنة اثن-ين وعشرين وخمسمائة وكان كريما عاقلا وخلف ولدا صغيرا ولما حضره الموت سلم ولده إلى أقس-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------نقر الأحمديلي وقال--- أنا أعلم أن العساكر لا تطيع مثل هذا الطفل فهو وديعة عندك فارحل به إلى بلادك فرحل به أقسنقر إلى بلدة مرأغا ولما مات السلطان محمد اختلفت الأمراء فطائفة طلبوا ملكشاه أخاه وطائفة طلبوا سليمان شاه بن محمد بن ملكشاه بن ألب أرسلان الذي,600.5,3964,628,300,300,-3.15009E+18,1.21266E+18,60,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
492,9,1090,2,210,297,474,1527,95,300,5.27494E+18,5.45527E+18,JK000911-ara1.mARkdown.ms3965,Shamela0012715-ara1.inProgress.ms0628,1543,1527,377,76.62601626,هذه السنة مرض نور الدين محمود بن زنكي صاحب حلب مرضا شديدا أرجف بموته وكان بقلعة حلب ومعه أخوه الأصغر أ----ميران فجمع الناس-- وحصر القلعة و----كان شيركوه----- وهو--- أكبر أمرائه بحمص فبلغه خبر موته فسار إلى دمشق ليتغلب -عليها وبها أخوه نجم الدين أيوب فأنكر عليه أيوب ذلك وقال أهلكتنا والمصلحة أن تعود إلى حلب فإن كان نور الدين حيا خدمته في هذا الوقت وإن كان قد مات أ-نا في دمشق نفعل ما نريد من ملكها فعاد------- إلى حلب مجدا وصعد القلعة وأجلس نور الدين في شباك يراه الناس وكلمهم فلما رأوه حيا,هذه السنة مرض نور الدين------ بن زنكي--------- مرضا شديدا أرجف بموته وكان بقلعة حلب فجمع أخوه------- أمير ميران بن زنكي جمعا وحصر --قلعة حلب وكان شيركوه بحمص وهو من أكبر أمراء نور الدين----------- فسار إلى دمشق ليستولي عليها وبها أخوه نجم الدين أيوب فأنكر عليه أيوب ذلك وقال أهلكتنا والمصلحة أن تعود إلى حلب فإن كان نور الدين حيا خدمته في هذا الوقت وإن كان قد مات فإنا في دمشق نفعل ما تريد من ملكها فعاد شيركوه إلى حلب مجدا و-------------جلس نور الدين في شباك يراه الناس------- فلما رأوه حيا,634,3965,628,300,300,6.71056E+18,1.21266E+18,67,JK000911-ara1.mARkdown,Shamela0012715-ara1.inProgress
